Market_code,Symbol,Company_name,industry1,industry2
HNX,SGD,ホーチミン市教育図書,情報通信業,映像・音声・文字情報
HNX,SGH,サイゴンホテル,サービス業,観光・宿泊・飲食
HNX,SGO,サイゴン植物油,製造業,食品・飲料
HNX,SHB,サイゴンハノイ銀行,金融業,銀行業
HNX,SHE,ソンハエネルギー開発,商業,卸売業
HNX,SHN,ハノイ総合投資,不動産業,不動産業
HNX,SHS,サイゴンハノイ証券,金融業,証券業
HNX,SIC,ソンダ投資発展,建設業,インフラ建設
HNX,SJ1,フンハウ農業,農林水産業,水産業
HNX,SJC,第1.01ソンダ建設,建設業,各種建築物建設
HNX,SJE,第11ソンダ建設,建設業,インフラ建設
HNX,SLS,ソンラ製糖,製造業,食品・飲料
HNX,SMN,南部図書教育設備,情報通信業,映像・音声・文字情報
HNX,SMT,サムクオン通信電気資材,製造業,電気・電子・通信機器
HNX,SPI,スピリットストーン,鉱業,その他鉱業
HNX,SPP,サイゴン・プラスチック包装,製造業,包装
HNX,SRA,サラベトナム小売商業,商業,その他小売業
HNX,SSM,ビネコ鉄鋼,製造業,鉄鋼
HNX,STC,ホーチミン市図書学校設備,情報通信業,映像・音声・文字情報
HNX,STP,ソンダ貿易産業,製造業,包装
HNX,SVN,ソラビナ,商業,その他小売業
HNX,TA9,第96タインアン建設,建設業,インフラ建設
HNX,TAR,チュンアンハイテク農業,農林水産業,農林業
HNX,TBX,タイビンセメント,製造業,セメント・コンクリート
HNX,TC6,ビナコミン・コックサウ石炭鉱業,鉱業,石炭
HNX,TCS,ビナコミンカオソン石炭,鉱業,石炭
HNX,TDN,デオナイ石炭鉱業,鉱業,石炭
HNX,TDT,TDT開発投資,製造業,繊維・縫製製品
HNX,TET,北部衣料織物,製造業,繊維・縫製製品
HNX,TFC,チャン水産加工,農林水産業,水産業
HNX,THB,タインホアビール,製造業,食品・飲料
HNX,THS,タインホア・ソンダー,商業,卸売業
HNX,THT,ハトゥ石炭鉱業,鉱業,石炭
HNX,TIG,タンロン投資グループ,不動産業,不動産業
HNX,TJC,運輸サービス通商,運輸・物流業,海運
HNX,TKC,タンキ不動産販売建設,不動産業,不動産業
HNX,TKU,トゥンクアン金属工業,製造業,金属製品
HNX,TMB,ビナコミン北部石炭トレーディング,鉱業,石炭
HNX,TMC,トゥドゥック輸出入,商業,燃料販売
HNX,TMX,ビセムセメント販売,製造業,セメント・コンクリート
HNX,TNG,TNG貿易投資,製造業,繊維・縫製製品
HNX,TPH,ハノイ市教科書印刷,情報通信業,映像・音声・文字情報
HNX,TPP,タンフープラスチック,製造業,プラスチック製品
HNX,TSB,ティアサンバッテリー,製造業,電気・電子・通信機器
HNX,TST,通信技術サービス,情報通信業,情報通信サービス
HNX,TTC,タインタイン・セラミック,製造業,タイル・煉瓦・瓦
HNX,TTH,ティエンタイン商業サービス,商業,卸売業
HNX,TTL,タンロン,建設業,インフラ建設
HNX,TTT,タイニン観光貿易,サービス業,観光・宿泊・飲食
HNX,TTZ,ティエンチュン建設技術投資,製造業,その他建設資材
HNX,TV3,第3電力建設コンサルティング,サービス業,建築設計
HNX,TV4,第4電力建設コンサルティング,サービス業,建築設計
HNX,TVC,チーベト投資管理,金融業,その他金融業
HNX,TVD,ビナコミン・バンザイン石炭,鉱業,石炭
HNX,TXM,ビセム・セメント石膏販売,製造業,セメント・コンクリート
HNX,UNI,ビエンリエン通信設備,製造業,電気・電子・通信機器
HNX,V12,第12ビナコネックス建設,建設業,各種建築物建設
HNX,V21,第21ビナコネックス建設,建設業,各種建築物建設
HNX,VAT,バンスアン通信,建設業,インフラ建設
HNX,VBC,ビンパッケージング・プラスチック,製造業,包装
HNX,VC1,第1ビナコネックス建設,建設業,各種建築物建設
HNX,VC2,第2ビナコネックス建設,建設業,各種建築物建設
HNX,VC3,第3ビナコネックス建設,不動産業,不動産業
HNX,VC6,第6ビナコネックス建設,建設業,各種建築物建設
HNX,VC7,第7ビナコネックス建設,建設業,各種建築物建設
HNX,VC9,第9ビナコネックス建設,建設業,各種建築物建設
HNX,VCC,第25ビナコネックス建設,建設業,各種建築物建設
HNX,VCG,ビナコネックス,建設業,インフラ建設
HNX,VCM,ビナコネックス人材・商業,サービス業,法律・会計・人事
HNX,VCR,ビナコネックス旅行開発投資,サービス業,観光・宿泊・飲食
HNX,VCS,ビコストーン,製造業,タイル・煉瓦・瓦
HNX,VDL,ラムドン食品,製造業,食品・飲料
HNX,VE1,第1電気建設,建設業,インフラ建設
HNX,VE2,第2電気建設,建設業,インフラ建設
HNX,VE3,第3ビネコ電力建設,建設業,インフラ建設
HNX,VE4,第4電気建設,建設業,インフラ建設
HNX,VE8,第8電気建設,建設業,インフラ建設
HNX,VE9,第9建設投資,建設業,インフラ建設
HNX,VGP,ザウクア港,運輸・物流業,倉庫・運輸関連
HNX,VGS,ベトドゥック鋼管,製造業,鉄鋼
HNX,VHE,ベトナム食糧・薬糧,商業,卸売業
HNX,VHL,ビグラセラ・ハロンタイル,製造業,タイル・煉瓦・瓦
HNX,VIE,ビテコ通信技術,製造業,電気・電子・通信機器
HNX,VIG,ベトナム商工証券,金融業,証券業
HNX,VIT,ティエンソン・ビグラセラタイル,製造業,タイル・煉瓦・瓦
HNX,VIX,IB証券,金融業,証券業
HNX,VKC,ビンカインプラスチック・ケーブル,製造業,プラスチック製品
HNX,VLA,バンラン技術開発投資,情報通信業,情報通信サービス
HNX,VMC,ビメコ建設,建設業,インフラ建設
HNX,VMI,ビサコ鉱産投資,建設業,インフラ建設
HNX,VMS,ベトナム海事開発,運輸・物流業,海運
HNX,VNC,ビナコントロールグループ,サービス業,その他サービス
HNX,VNF,ビナフレイト,運輸・物流業,倉庫・運輸関連
HNX,VNR,ベトナム国家再保険,金融業,保険業
HNX,VNT,ビナトランス運輸,運輸・物流業,倉庫・運輸関連
HNX,VSA,ベトナム海運貨物,運輸・物流業,海運
HNX,VSM,中部コンテナ,運輸・物流業,陸運
HNX,VTC,VTC通信,製造業,電気・電子・通信機器
HNX,VTH,べトタイ電線,製造業,電気・電子・通信機器
HNX,VTJ,ビナタバ貿易投資,製造業,タバコ
HNX,VTL,タンロンワイン,製造業,食品・飲料
HNX,VTS,トゥソン・ビグラセラタイル,製造業,タイル・煉瓦・瓦
HNX,VTV,ビセムセメント物資運送,運輸・物流業,陸運
HNX,VXB,ベンチェ建設資材,製造業,タイル・煉瓦・瓦
HNX,WCS,西部バスターミナル,運輸・物流業,倉庫・運輸関連
HNX,WSS,ウォールストリート証券,金融業,証券業
HNX,X20,X20,製造業,繊維・縫製製品
