日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20190228,2321,ソフトフロントホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2323,ｆｏｎｆｕｎ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2325,ＮＪＳ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2326,デジタルアーツ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2327,新日鉄住金ソリューションズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2329,東北新社,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2330,フォーサイド,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2331,綜合警備保障,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,2332,クエスト,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2334,イオレ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2335,キューブシステム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2336,富士テクノソリューションズ,PRO Market,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2337,いちご,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20190228,2338,ビットワングループ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2340,極楽湯ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2341,アルバイトタイムス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2342,トランスジェニック,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2344,平安レイサービス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2345,アイスタディ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2349,エヌアイデイ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2351,ＡＳＪ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2352,エイジア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2353,日本駐車場開発,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20190228,2354,安川情報システム,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2359,コア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2362,夢真ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2370,メディネット,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2371,カカクコム,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,2372,アイロムグループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2373,ケア２１,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2374,セントケア・ホールディング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2375,スリープログループ,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2376,サイネックス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2378,ルネサンス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2379,ディップ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2384,ＳＢＳホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20190228,2385,総医研ホールディングス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2388,ウェッジホールディングス,JASDAQ(グロース・内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20190228,2389,オプトホールディング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2391,プラネット,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2393,日本ケアサプライ,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2395,新日本科学,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2397,ＤＮＡチップ研究所,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2398,ツクイ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2402,アマナ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2404,鉄人化計画,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2405,ＦＵＪＩＫＯＨ,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2406,アルテ　サロン　ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2408,ＫＧ情報,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2410,キャリアデザインセンター,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2411,ゲンダイエージェンシー,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2412,ベネフィット・ワン,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2413,エムスリー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,2415,ヒューマンホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2417,ツヴァイ,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2418,ツカダ・グローバルホールディング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2424,ブラス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2425,ケアサービス,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2427,アウトソーシング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2428,ウェルネット,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2429,ワールドホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2432,ディー・エヌ・エー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,2433,博報堂ＤＹホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,2435,シダー,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2436,共同ピーアール,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2438,アスカネット,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2440,ぐるなび,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2445,エスアールジータカミヤ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2449,プラップジャパン,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2452,コンピュータマインド,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2453,ジャパンベストレスキューシステム,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2454,オールアバウト,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2459,アウンコンサルティング,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2461,ファンコミュニケーションズ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2462,ライク,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2464,ビジネス・ブレークスルー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2468,フュートレック,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2469,ヒビノ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2471,エスプール,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2475,ＷＤＢホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2477,手間いらず,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2479,ジェイテック,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2480,システム・ロケーション,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2481,タウンニュース社,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2483,翻訳センター,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2484,夢の街創造委員会,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,2485,ティア,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2487,ＣＤＧ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2488,日本サード・パーティ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2489,アドウェイズ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2491,バリューコマース,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2492,インフォマート,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,2493,イーサポートリンク,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2497,ユナイテッド,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2498,オリエンタルコンサルタンツホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2499,日本和装ホールディングス,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,2501,サッポロホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2502,アサヒグループホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20190228,2503,キリンホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20190228,2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2516,東証マザーズＥＴＦ,ETF・ETN,-,-,-,-,-,-
20190228,2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20190228,2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20190228,2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ETF・ETN,-,-,-,-,-,-
20190228,2531,宝ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2533,オエノンホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2540,養命酒製造,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2573,北海道コカ・コーラボトリング,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2579,コカ・コーラ　ボトラーズジャパンホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2586,フルッタフルッタ,マザーズ（内国株）,3050,食料品,1,食品 ,-,-
20190228,2587,サントリー食品インターナショナル,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2588,プレミアムウォーターホールディングス,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2590,ダイドーグループホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,6,TOPIX Small 1
20190228,2593,伊藤園,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,25935,伊藤園 優先株式,市場第一部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2594,キーコーヒー,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2597,ユニカフェ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2599,ジャパンフーズ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2602,日清オイリオグループ,市場第一部（内国株）,3050,食料品,1,食品 ,6,TOPIX Small 1
20190228,2607,不二製油グループ本社,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2608,ボーソー油脂,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2612,かどや製油,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2613,Ｊ－オイルミルズ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2651,ローソン,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,2652,まんだらけ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2653,イオン九州,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2654,アスモ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2655,マックスバリュ東北,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2656,ベクター,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2659,サンエー,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2664,カワチ薬品,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2666,オートウェーブ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2667,イメージ　ワン,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2668,タビオ,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2669,カネ美食品,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2670,エービーシー・マート,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,2673,夢みつけ隊,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2674,ハードオフコーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2675,ダイナックホールディングス,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2676,高千穂交易,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2678,アスクル,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2681,ゲオホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2683,魚喜,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2685,アダストリア,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2686,ジーフット,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2687,シー・ヴイ・エス・ベイエリア,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2689,カワニシホールディングス,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2692,伊藤忠食品,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2693,ＹＫＴ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2694,ジー・テイスト,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2695,くらコーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2698,キャンドゥ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2700,木徳神糧,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2702,日本マクドナルドホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2703,日本ライトン,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2705,大戸屋ホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2706,ブロッコリー,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,2708,久世,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2714,プラマテルズ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2715,エレマテック,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2721,ジェイホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2722,アイケイ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2726,パルグループホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2729,ＪＡＬＵＸ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2730,エディオン,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,2733,あらた,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,2734,サーラコーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2735,ワッツ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2736,フェスタリアホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2737,トーメンデバイス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2742,ハローズ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2743,ピクセルカンパニーズ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2747,北雄ラッキー,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2749,ＪＰホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,2750,石光商事,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2751,テンポスホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2752,フジオフードシステム,市場第一部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2753,あみやき亭,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2754,東葛ホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2760,東京エレクトロン　デバイス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2761,トシン・グループ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2762,三光マーケティングフーズ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2763,エフティグループ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2764,ひらまつ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2767,フィールズ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,2768,双日,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20190228,2769,ウ゛ィレッジウ゛ァンガードコーポレーション,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2773,ミューチュアル,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20190228,2776,新都ホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2777,カッシーナ・イクスシー,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2778,パレモ・ホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2780,コメ兵,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2782,セリア,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2784,アルフレッサ　ホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20190228,2788,アップルインターナショナル,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2789,カルラ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2790,ナフコ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,2791,大黒天物産,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2792,ハニーズホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2795,日本プリメックス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,2796,ファーマライズホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,2798,ワイズテーブルコーポレーション,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,2801,キッコーマン,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2802,味の素,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20190228,2804,ブルドックソース,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2805,ヱスビー食品,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2806,ユタカフーズ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2809,キユーピー,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2810,ハウス食品グループ本社,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2811,カゴメ,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2812,焼津水産化学工業,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2813,和弘食品,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20190228,2814,佐藤食品工業,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20190228,2815,アリアケジャパン,市場第一部（内国株）,3050,食料品,1,食品 ,6,TOPIX Small 1
20190228,2816,ダイショー,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2818,ピエトロ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2819,エバラ食品工業,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2820,やまみ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2830,アヲハタ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2831,はごろもフーズ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2871,ニチレイ,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2872,セイヒョー,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2874,横浜冷凍,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,2875,東洋水産,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2876,ジェーシー・コムサ,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20190228,2877,日東ベスト,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20190228,2882,イートアンド,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2883,大冷,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2884,ヨシムラ・フード・ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2892,日本食品化工,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2894,石井食品,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20190228,2897,日清食品ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20190228,2899,永谷園ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20190228,2901,石垣食品,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
